Award Date,Grant Number,Proposal Number,Grant Title,State Name,Grantee Name,Award Dollars,Program Name,Program Area Name
2002-08-08,2002-35102-12470,2002-01019,Conjunctive In-Season Water and Nitrogen Management for Improved Production,IDAHO,SAES - UNIVERSITY OF IDAHO,130407,Water and Watersheds,National Research Initiative Competitive Grants Program
2002-07-01,2002-35301-12103,2002-01425,Genetic Map of a Hard Winter Wheat Population for Improved Disease Resistance,IDAHO,UNIVERSITY OF IDAHO,128104,Genetic Processes and Mechanisms of Agricultural Plants,National Research Initiative Competitive Grants Program
2002-08-19,2002-35503-12546,2002-01570,Evaluation of a Low Phytic Acid Gene in Wheat,IDAHO,SAES - UNIVERSITY OF IDAHO,243354,Improving Food Quality and Value,National Research Initiative Competitive Grants Program
2002-07-11,2001-34141-10916,2002-02292,Potato Variety Development and Improvement in the Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,560000,Potato Research,Special Research Grants Program
2002-07-12,2002-38411-12105,2002-03100,Practicing Sustainability: An Interdisciplinary Approach to a Capstone Course in Natural Resources,IDAHO,UNIVERSITY OF IDAHO,97641,Conservation & Renewable Nat. Resources(Forestry),Challenge Grants Program
2002-09-20,2002-39454-12622,2002-03303,Effect of Trophic Complexity on Apparent Fitness of a Recombinant Fungus in Soil,IDAHO,SAES - UNIVERSITY OF IDAHO,140000,Biotechnology Risk Assessment,Biotechnology Risk Assessment Grants Program
2002-11-13,2003-35206-12880,2002-03683,Leptin-Insulin Interactions:  Improving Production Efficiency in Ruminants,IDAHO,SAES - UNIVERSITY OF IDAHO,166723,Animal Growth and Nutrient Utilization,National Research Initiative Competitive Grants Program
2002-11-14,2003-35103-12902,2002-03732,Micro-Woodfiber Composites,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,169968,Improved Utilization of Wood & Wood Fiber,National Research Initiative Competitive Grants Program
2002-06-17,2002-34103-12125,2002-04088,Integrating Biological Control and Prescribed Grazing to Manage Yellow Starthistle on Idaho Rangelands,IDAHO,SAES - UNIVERSITY OF IDAHO,155611,Integrated Pest Management/Biological Control,Special Research Grants Program
2002-06-13,2002-34158-12024,2002-04207,Inland Northwest Forest Products Research Consortium,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,504162,"Wood Utilization (AK, ID, ME, MI, MN, MS, NC, OR, TN, WV)",Special Research Grants Program
2002-06-29,2002-41520-01439,2002-04385,New Communities Projects Orientation,IDAHO,UNIVERSITY OF IDAHO,7700,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2002-09-10,2002-34239-12743,2002-06056,Cool Season Food Legume Research Program (CSFLRP),IDAHO,SAES - UNIVERSITY OF IDAHO,300251,"Cool Season Legume Research, ID, ND & WA",Special Research Grants Program
2002-06-06,2002-34479-12025,2002-06107,Increasing the Safety and Shelf Life of Agricultural Commodities,IDAHO,SAES - UNIVERSITY OF IDAHO,598631,"Increasing Shelf Life of Agricultural Commodities, ID",Special Research Grants Program
2003-07-21,2003-35102-13675,2003-01264,Impact of Forest Treatments and Climate Change on Hydrologic Regimes,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,259614,Water and Watersheds,National Research Initiative Competitive Grants Program
2003-06-20,2003-35302-13354,2003-01445,Aphid Responses to Volatile Organic Compounds Produced by Virus-Infected Plants,IDAHO,SAES - UNIVERSITY OF IDAHO,209991,Organismal & Population Biology of Arthropods & Nematodes,National Research Initiative Competitive Grants Program
2003-07-24,2003-35503-13697,2003-01494,Simultaneous Microstructural Calorimetric and Characterization of Food and Biomaterials using Thermal Microscopy,IDAHO,SAES - UNIVERSITY OF IDAHO,25000,Improving Food Quality and Value,National Research Initiative Competitive Grants Program
2003-08-21,2003-35503-13963,2003-01495,A Multiscale Approach Towards Prediction of Stress-Cracking in Corn Kernels,IDAHO,SAES - UNIVERSITY OF IDAHO,95323,Improving Food Quality and Value,National Research Initiative Competitive Grants Program
2003-10-29,2004-35503-14128,2003-01730,"Characterization of Wheat Starch A- and B-Type Granule Microstructure and Reactivity Across Normal, Partial Waxy, and Waxy Backgrounds",IDAHO,SAES - UNIVERSITY OF IDAHO,169902,Improving Food Quality and Value,National Research Initiative Competitive Grants Program
2003-07-30,2003-35103-13734,2003-02255,Under the Microscope: Natural Resources Research and Teaching,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,24982,Improved Utilization of Wood & Wood Fiber,National Research Initiative Competitive Grants Program
2003-07-14,2003-35203-13602,2003-02775,Endocrine Control of Oogenesis in Rainbow Trout,IDAHO,UNIVERSITY OF IDAHO,37306,Animal Reproduction,National Research Initiative Competitive Grants Program
2003-11-07,2004-35400-14139,2003-02918,US-Canadian Softwood Lumber Trade: A Case of Perfectly Fungible Products,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,105028,Agribusiness Markets and Trade,National Research Initiative Competitive Grants Program
2003-04-24,2001-41520-01126,2003-03143,Developing Workforce Preparation and Leadership Skills Through Technology,IDAHO,UNIVERSITY OF IDAHO,150000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2003-05-20,2001-34141-10916,2003-03188,Potato Variety Development and Improvement in the Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,562092,Potato Research,Special Research Grants Program
2003-04-23,2002-41580-01336,2003-03219,USDA-CSREES-Coeur d'Alene Reservation Extension Educator,IDAHO,UNIVERSITY OF IDAHO,60429,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2003-08-06,2003-35206-13617,2003-03256,"Equipment Grant: Li-Cor ""Odyssey""",IDAHO,SAES - UNIVERSITY OF IDAHO,24999,Animal Growth and Nutrient Utilization,National Research Initiative Competitive Grants Program
2003-07-28,2003-35206-13669,2003-03296,GC-MS for Multi-Disciplinary Ecological Studies,IDAHO,SAES - UNIVERSITY OF IDAHO,49522,Animal Growth and Nutrient Utilization,National Research Initiative Competitive Grants Program
2003-04-28,2002-41580-01325,2003-03474,USDA-ES Fort Hall Agricultural Agent,IDAHO,UNIVERSITY OF IDAHO,72107,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2003-07-30,2003-34158-13609,2003-04423,Inland Northwest Forest Products Research Consortium,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,510795,"Wood Utilization (AK, ID, ME, MI, MN, MS, NC, OR, TN, WV)",Special Research Grants Program
2003-05-21,2003-38859-01593,2003-04753,NPL Orientation to University Extension Systems,IDAHO,UNIVERSITY OF IDAHO,25000,Innovation Grants,Innovation Grants Program
2003-09-05,2003-41210-01752,2003-05030,Youth Tech Teams Initialize Community Readiness,IDAHO,UNIVERSITY OF IDAHO,29140,ESNP Special Needs,"Smith-Lever 3B, 3C, and 3D Programs"
2003-09-11,2003-41210-01784,2003-05049,"Rangeland, Irrigated Forage, and Urban Water Management During and After a Drought",IDAHO,UNIVERSITY OF IDAHO,15671,ESNP Special Needs,"Smith-Lever 3B, 3C, and 3D Programs"
2003-08-12,00-51130-9726,2003-05065,Coordination of Water Quality Extension and Research Programs in the Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,650000,"Regional, Place-Based Water Resource Proposals","Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2003-09-29,2003-45300-01809,2003-05441,National Biodiesel Fuel Education Program,IDAHO,UNIVERSITY OF IDAHO,190000,Biodiesel Fuel Education Program,Other Programs
2003-09-22,2003-34239-14085,2003-06036,FY 2003 Cool Season Food Legume Research Program (CSFLRP),IDAHO,SAES - UNIVERSITY OF IDAHO,312049,"Cool Season Legume Research, ID, ND & WA",Special Research Grants Program
2003-07-16,2003-34479-13500,2003-06087,Increasing the Safety and Shelf Life of Agricultural Commodities,IDAHO,SAES - UNIVERSITY OF IDAHO,738332,"Increasing Shelf Life of Agricultural Commodities, ID",Special Research Grants Program
2004-05-13,2001-38413-10233,2004-00590,University of Idaho Multicultural Scholars Experiential Learning Program - Elena de la Concepcion,IDAHO,UNIVERSITY OF IDAHO,5000,Agribusiness Management and Marketing,Multicultural Scholars Program
2004-06-04,2001-38413-10233,2004-00592,University of Idaho Multicultural Scholars Experiential Learning Program - Noe Galvan,IDAHO,UNIVERSITY OF IDAHO,10000,Veterinary Medicine/Science,Multicultural Scholars Program
2004-07-01,2001-38413-10233,2004-00593,University of Idaho Multicultural Scholars Experiential Learning Program - Anna Brodmerkle,IDAHO,UNIVERSITY OF IDAHO,5000,Veterinary Medicine/Science,Multicultural Scholars Program
2004-03-26,2001-41520-01126,2004-00655,Developing Workforce Preparation and Leadership Skills Through Technology,IDAHO,UNIVERSITY OF IDAHO,135000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2004-05-20,2004-34141-14468,2004-00806,Potato Variety Development and Improvement in the Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,502510,Potato Research,Special Research Grants Program
2004-04-22,2002-41580-01325,2004-01328,USDA-CSREES Fort Hall Agricultural Agent,IDAHO,UNIVERSITY OF IDAHO,66405,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2004-04-23,2002-41580-01336,2004-01341,USDA-CSREES Coeur D'Alene Reservation Extension Educator,IDAHO,UNIVERSITY OF IDAHO,41009,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2004-07-19,2004-35100-14870,2004-02101,The Consequences of Stratospheric Ozone Depletion:  An Integration of Cell-to-Ecosystem Responses to Enhanced Solar UV-B Radiation,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,4554,Agricultural Plants and Environmental Adaptation,National Research Initiative Competitive Grants Program
2005-01-03,2005-35503-15385,2004-02272,Enhanced Rheological Characterization of Starch-Based Materials Using the Starch Pasting Cell,IDAHO,SAES - UNIVERSITY OF IDAHO,12631,Improving Food Quality and Value,National Research Initiative Competitive Grants Program
2004-07-22,2004-38411-14731,2004-02743,Creating Hands-On Sustainable Agriculture Educational Opportunities for Place-Bound Students in Idaho and Washington,IDAHO,UNIVERSITY OF IDAHO,287792,General Food & Agricultural Sciences,Challenge Grants Program
2004-08-03,2004-38411-14743,2004-02760,Curriculum Development:  Biorefinery Process Analysis and Design,IDAHO,UNIVERSITY OF IDAHO,284009,General Food & Agricultural Sciences,Challenge Grants Program
2004-07-27,2004-35107-14891,2004-03130,Shrink-Swell Behavior and Hydraulic Properties of Clay Soils,IDAHO,SAES - UNIVERSITY OF IDAHO,190370,Soil Processes,National Research Initiative Competitive Grants Program
2004-11-04,2005-35103-15243,2004-03713,FTIR Spectroscopy for Wood and Bioproducts Research,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,23982,Improved Utilization of Wood & Wood Fiber,National Research Initiative Competitive Grants Program
2004-12-15,2005-35101-15348,2004-04114,Managing More Sustainable Agroecosystems Using Mustards and Mustard By-products,IDAHO,SAES - UNIVERSITY OF IDAHO,611566,Managed Ecosystems,National Research Initiative Competitive Grants Program
2004-11-17,2005-35206-15295,2004-04344,"Bovine Functional Genomics in Lactation, Food Safety, and Mastitis",IDAHO,SAES - UNIVERSITY OF IDAHO,28677,Animal Growth and Nutrient Utilization,National Research Initiative Competitive Grants Program
2004-12-09,2005-35201-15353,2004-04562,E. coli O15:H7 and Cattle:  Genetic Characterization of the Host-Bacteria Interaction,IDAHO,SAES - UNIVERSITY OF IDAHO,298694,Food Safety,National Research Initiative Competitive Grants Program
2004-09-02,2004-51130-02245,2004-04635,Coordination of Water Quality Programs in the Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,592000,"Regional, Place-Based Water Resource Proposals","Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2004-06-22,2004-37610-14546,2004-04842,"Determination of the Current Status of the Barley Mealybug, Trionymus haancheni, in Idaho and Neighboring States",IDAHO,SAES - UNIVERSITY OF IDAHO,30000,Critical Issues,Other Programs
2004-07-09,2004-35107-14724,2004-05360,Molecular Level Characterization of Metal Sorption on Soil Clay Minerals in the Presence of Inorganic and Organic Ligands,IDAHO,SAES - UNIVERSITY OF IDAHO,129510,Soil Processes,National Research Initiative Competitive Grants Program
2004-07-21,2004-38857-03035,2004-05589,Legally Secure Your Financial Future Education Program,IDAHO,UNIVERSITY OF IDAHO,5000,ECS-Admin. Discretionary & Reim-Research,Research Program Unit
2004-09-16,2004-48619-03119,2004-05654,Evaluation of Conservation Practices in a Mixed-Land Use Watershed Using Cumulative Effects Modeling and Interdisciplinary Analyses,IDAHO,SAES - UNIVERSITY OF IDAHO,640000,Conservation Effects Assessment Project,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2004-09-14,2004-41541-03100,2004-05705,Farm Safety Symposium - West,IDAHO,UNIVERSITY OF IDAHO,21941,EFSP Farm Safety-Projects-FL,"Smith-Lever 3B, 3C, and 3D Programs"
2004-09-23,2003-45300-01809,2004-05740,National Biodiesel Fuel Education Program,IDAHO,UNIVERSITY OF IDAHO,190000,Biodiesel Fuel Education Program,Other Programs
2004-08-26,2004-34239-15081,2004-06043,FY 2004 Cool Season Food Legume Research,IDAHO,SAES - UNIVERSITY OF IDAHO,501460,"Cool Season Legume Research, ID, ND & WA",Special Research Grants Program
2004-08-25,2004-34479-15099,2004-06104,Increasing the Safety and Shelf Life of Agricultural Commodities,IDAHO,SAES - UNIVERSITY OF IDAHO,660258,"Increasing Shelf Life of Agricultural Commodities, ID",Special Research Grants Program
2004-07-21,2004-34158-14707,2004-06323,Inland Northwest Forest Products Research Cosortium,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,459673,"Wood Utilization (AK, ID, ME, MI, MN, MS, NC, OR, TN, WV)",Special Research Grants Program
2005-04-27,2004-34141-14468,2005-01045,Potato Variety Development and Improvement in the Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,507247,Potato Research,Special Research Grants Program
2005-01-06,2005-48621-03142,2005-01048,Idaho Medicare-Approved Prescription Drug Discount Card Education Project,IDAHO,UNIVERSITY OF IDAHO,61778,F4HN-Admin. Discretionary & Reim.-Research,Research Program Unit
2005-07-29,2005-35503-16218,2005-01320,Starch Granule Structure and Reactivity Characterization Using High Performance Size Exclusion Chromatography With Fluorescence Detection,IDAHO,SAES - UNIVERSITY OF IDAHO,24896,Improving Food Quality and Value,National Research Initiative Competitive Grants Program
2005-10-31,2006-35203-16573,2005-01500,Role of Nitric Oxide in Fish Gamete Quality,IDAHO,UNIVERSITY OF IDAHO,99845,Animal Reproduction,National Research Initiative Competitive Grants Program
2005-06-16,2005-35400-15840,2005-01755,"Agglomeration Economies, Geographical Concentrations and Spatial Structure of the U.S. Livestock Sectors",IDAHO,SAES - UNIVERSITY OF IDAHO,23612,Agribusiness Markets and Trade,National Research Initiative Competitive Grants Program
2005-04-08,2001-41520-01126,2005-01846,Developing Workforce Preparation and Leadership Skills Through Technology,IDAHO,UNIVERSITY OF IDAHO,134000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2005-03-18,2002-41580-01325,2005-02169,USDA-CSREES Fort Hall Agricultural Agent,IDAHO,UNIVERSITY OF IDAHO,63038,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2005-03-16,2002-41580-01336,2005-02170,USDA-CSREES Coeur d'Alene Reservation Extension Educator,IDAHO,UNIVERSITY OF IDAHO,52522,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2005-07-13,2005-35504-16083,2005-02566,Carbohydrate Analysis for Bioproducts Research,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,24785,Biobased Products & Bioenergy Production Research,National Research Initiative Competitive Grants Program
2005-07-18,2005-35107-16171,2005-03126,Acquisition of a High-End Computer Workstation and Software for Rendering and Spatial Analysis of 3D X-Ray Computed Tomography Images,IDAHO,SAES - UNIVERSITY OF IDAHO,20882,Soil Processes,National Research Initiative Competitive Grants Program
2005-06-27,2005-38411-15853,2005-03270,Feeding Young Children in Group Settings: A Multi-Media Differentiated Curriculum Approach for Undergraduate Education,IDAHO,SAES - UNIVERSITY OF IDAHO,140715,Higher Ed Challenge,Challenge Grants Program
2006-04-27,2006-35206-16819,2005-04568,Metabolism of Nutritionally Significant Fatty Acids in Lactating Cows,IDAHO,SAES - UNIVERSITY OF IDAHO,215764,Animal Growth and Nutrient Utilization,National Research Initiative Competitive Grants Program
2005-08-29,2004-51130-02245,2005-04690,Coordination of Water Quality Programs in the Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,592000,"Regional, Place-Based Water Resource Proposals","Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2005-08-10,2005-38836-02342,2005-04722,Western Region Grantsmanship Workshop,IDAHO,SAES - UNIVERSITY OF IDAHO,10000,CP-Admin. Discretionary,Extension Program Unit
2005-11-04,2006-38413-16606,2005-04749,University of Idaho College of Agriculture Multicultural Scholars Program,IDAHO,UNIVERSITY OF IDAHO,120000,Multicultural Scholars,Multicultural Scholars Program
2005-09-15,2003-45300-01809,2005-05228,National Biodiesel Fuel Education Program,IDAHO,UNIVERSITY OF IDAHO,190000,Biodiesel Fuel Education Program,Other Programs
2005-06-16,2005-34239-15729,2005-06043,FY 2005 Cool Season Food Legume Research,IDAHO,SAES - UNIVERSITY OF IDAHO,526887,"Cool Season Legume Research, ID, ND & WA",Special Research Grants Program
2005-07-06,2005-34479-16054,2005-06102,Increasing the Safety and Shelf Life of Agricultural Commodities,IDAHO,SAES - UNIVERSITY OF IDAHO,767643,"Increasing Shelf Life of Agricultural Commodities, ID",Special Research Grants Program
2005-08-25,2005-34158-16418,2005-06311,Inland Northwest Forest Products Research Consortium,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,509292,"Wood Utilization (AK, ID, ME, MI, MN, MS, NC, OR, TN, WV)",Special Research Grants Program
2005-09-07,2005-38624-16503,2005-06315,FY 2005 Canola Research-Pacific Northwest Region,IDAHO,SAES - UNIVERSITY OF IDAHO,184773,Supplemental and Alternative Crops,Other Programs
2006-04-14,2006-41580-03442,2006-01210,USDA- CSREES Fort Hall Agricultural Extension Educator,IDAHO,SAES - UNIVERSITY OF IDAHO,69000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2006-04-27,2006-41580-03426,2006-01217,USDA-CSREES Coeur d'Alene Reservation Extension Educator,IDAHO,SAES - UNIVERSITY OF IDAHO,70000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2006-04-13,2006-41590-03435,2006-01991,Idaho AgrAbility Project,IDAHO,SAES - UNIVERSITY OF IDAHO,200000,AgrAbility,"Smith-Lever 3B, 3C, and 3D Programs"
2006-12-07,2007-35206-17842,2006-04369,Real Time PCR for Gene Expression Analysis in Lactation and Reproduction,IDAHO,SAES - UNIVERSITY OF IDAHO,19765,Animal Growth and Nutrient Utilization,National Research Initiative Competitive Grants Program
2006-08-16,2004-51130-02245,2006-04522,Coordination of Water Quality Programs in the Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,586080,"Regional, Place-Based Water Resource Proposals","Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2006-08-02,2003-45300-01809,2006-04765,National Biodiesel Fuel Education Program,IDAHO,UNIVERSITY OF IDAHO,190000,Biodiesel Fuel Education Program,Other Programs
2006-09-19,2006-35102-17689,2006-04881,Impact of Forest Treatments and Climate Change on Hydrologic Regimes: Assesssment of the Mechanisms that Affect Hydrologic Alteration,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,174489,Water and Watersheds,National Research Initiative Competitive Grants Program
2006-08-02,2006-34239-17200,2006-06055,FY2006 Cool Season Food Legume Special Research Grant,IDAHO,SAES - UNIVERSITY OF IDAHO,521260,"Cool Season Legume Research, ID, ND & WA",Special Research Grants Program
2006-06-08,2006-34479-17058,2006-06122,Increasing the Safety and Shelf Life of Idaho Commodities,IDAHO,SAES - UNIVERSITY OF IDAHO,797602,"Increasing Shelf Life of Agricultural Commodities, ID",Special Research Grants Program
2006-09-28,2006-38624-17711,2006-06316,FY2006 Canola Research - Pacific Northwest Region,IDAHO,SAES - UNIVERSITY OF IDAHO,175258,Supplemental and Alternative Crops,Other Programs
2006-08-31,2006-34158-17640,2006-06325,Inland Northwest Forest Products Research Consortium,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,520885,"Wood Utilization (AK, ID, ME, MI, MN, MS, NC, OR, TN, WV)",Special Research Grants Program
2007-04-27,2007-41520-03777,2007-01176,Idaho Sustainable Community Project,IDAHO,SAES - UNIVERSITY OF IDAHO,100000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2007-05-02,2006-41590-03435,2007-01263,Idaho Agrability Project,IDAHO,SAES - UNIVERSITY OF IDAHO,199000,AgrAbility,"Smith-Lever 3B, 3C, and 3D Programs"
2007-11-09,2008-35319-18676,2007-01505,Induction of Volatile Compounds from Virus-Infected Plants,IDAHO,SAES - UNIVERSITY OF IDAHO,143543,Microbial Biology (B):  Microbial Associations with Plants,National Research Initiative Competitive Grants Program
2007-06-22,2007-51110-03820,2007-01886,Advancing accurate consumer use of instant-read food thermometers through grocery stores and Women Infants and Children (WIC) Programs,IDAHO,SAES - UNIVERSITY OF IDAHO,598926,National Integrated Food Safety Initiative,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2007-07-27,2007-35503-18456,2007-02583,"Bridging the Gap between Starch Granule Architecture, Molecular Structure, and Reactivity",IDAHO,SAES - UNIVERSITY OF IDAHO,494336,Improving Food Quality and Value,National Research Initiative Competitive Grants Program
2007-04-10,2006-41580-03426,2007-02883,USDA CSREES Coeur d'Alene Reservation Extension Educator,IDAHO,SAES - UNIVERSITY OF IDAHO,79646,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2007-04-17,2006-41580-03442,2007-02886,USDA-CSREES Fort Hall Agricultural Extension Educator,IDAHO,SAES - UNIVERSITY OF IDAHO,81611,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2007-08-10,2007-33522-18565,2007-03044,Predictive Ecology and Detection of a Recombinant Biocontrol Fungus in Soil,IDAHO,SAES - UNIVERSITY OF IDAHO,232794,Biotechnology Risk Assessment,Biotechnology Risk Assessment Grants Program
2007-07-12,2007-41580-03856,2007-03258,Nez Perce Tribe Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,86290,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2007-08-09,2007-34103-18495,2007-03623,Development of a Female-Produced Sex Pheromone for Managing Prionus californicus in Hop,IDAHO,SAES - UNIVERSITY OF IDAHO,154038,Integrated Pest Management - West Region,Regional Integrated Pest Management
2007-09-13,2007-38624-18600,2007-04136,Canola Research - Pacific Northwest Region,IDAHO,SAES - UNIVERSITY OF IDAHO,103346,Supplemental and Alternative Crops,Other Programs
2007-09-27,2007-51130-03992,2007-04161,Synthesis and Analysis of 13 CSREES CEAP Projects,IDAHO,SAES - UNIVERSITY OF IDAHO,147601,Conservation Effects Assessment Project,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2008-01-22,2008-55206-18812,2007-04220,Feed Efficiency Research and Outreach for the Beef Industry,IDAHO,SAES - UNIVERSITY OF IDAHO,447489,Animal Growth and Nutrient Utilization,National Research Initiative Competitive Grants Program
2007-07-31,2004-51130-02245,2007-04707,Coordination of Water Quality Programs in the Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,587000,"Regional, Place-Based Water Resource Proposals","Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2007-12-18,2008-38413-18755,2007-04781,University of Idaho Multicultural Scholars Program,IDAHO,UNIVERSITY OF IDAHO,118899,Multicultural Scholars,Multicultural Scholars Program
2007-09-24,2007-41530-03965,2007-04942,OnePlan Integrated Pest Management Planner,IDAHO,SAES - UNIVERSITY OF IDAHO,100000,Extension Integrated Pest Management - Support,"Smith-Lever 3B, 3C, and 3D Programs"
2007-08-30,2003-45300-01809,2007-04958,National Biodiesel Education Program,IDAHO,UNIVERSITY OF IDAHO,190000,Biodiesel Fuel Education Program,Other Programs
2007-09-27,2007-51130-03992,2007-05097,Synthesis and Analysis of 13 CSREES CEAP Projects,IDAHO,SAES - UNIVERSITY OF IDAHO,272727,Conservation Effects Assessment Project,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2008-01-29,2006-35203-18819,2008-00505,Role of Membrane Estrogen in LH Secretion,IDAHO,SAES - UNIVERSITY OF IDAHO,69242,Animal Reproduction,National Research Initiative Competitive Grants Program
2008-07-16,2008-35203-04505,2008-00571,Effect of high urea and low pH on uterine response to interferon tau,IDAHO,SAES - UNIVERSITY OF IDAHO,85562,Animal Reproduction,National Research Initiative Competitive Grants Program
2008-04-24,2007-41520-03777,2008-00593,Idaho Sustainable Community Project,IDAHO,SAES - UNIVERSITY OF IDAHO,134000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2008-08-06,2008-35204-04582,2008-00892,Inflammatory and immunoregulatory roles of microbial superantigens in bovine mastitis,IDAHO,SAES - UNIVERSITY OF IDAHO,375000,Animal Protection & Biosecurity (A): Animal Disease,National Research Initiative Competitive Grants Program
2008-03-20,2006-41580-03426,2008-01163,USDA-CSREES Coeur d' Alene Reservation Extension Educator,IDAHO,SAES - UNIVERSITY OF IDAHO,79088,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2008-03-13,2007-41580-03856,2008-01164,Nez Perce Tribe Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,85686,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2008-03-05,2006-41580-03442,2008-01172,USDA-CSREES FORT HALL AGRICULTURAL EXTENSION EDUCATOR,IDAHO,SAES - UNIVERSITY OF IDAHO,81040,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2008-07-30,2008-35102-04635,2008-01784,Use of Microarrays and qPCR/RT-qPCR for Characterization of Viral Populations within Water Supplies Affected by Agricultural Activities,IDAHO,SAES - UNIVERSITY OF IDAHO,394852,Water and Watersheds,National Research Initiative Competitive Grants Program
2008-04-14,2006-41590-03435,2008-01813,Idaho AgrAbility Project,IDAHO,SAES - UNIVERSITY OF IDAHO,199000,AgrAbility,"Smith-Lever 3B, 3C, and 3D Programs"
2008-12-17,2009-35503-05207,2008-02212,Innovative Processing Technologies to Retain Antioxidants in Selected Northwest Berries,IDAHO,SAES - UNIVERSITY OF IDAHO,68213,Improving Food Quality and Value,National Research Initiative Competitive Grants Program
2008-07-31,2008-51101-04522,2008-02922,Reducing Risks Associated with Viruses Affecting Legumes in the Inland Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,1250000,FQPA Risk Avoidance & Mitigation for Major Food Crop Syst.,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2008-07-23,2008-55320-04560,2008-02991,Decision-support Tool Utilizing Improved Dispersal Modeling to Develop Socio-economically Efficient Invasive Species Management Programs.,IDAHO,SAES - UNIVERSITY OF IDAHO,499974,Biology of Weedy & Invasive Species in Agroecosystems,National Research Initiative Competitive Grants Program
2008-07-23,2008-34621-19409,2008-03326,"Potato Cyst Nematode, ID",IDAHO,SAES - UNIVERSITY OF IDAHO,347246,"Potato Cyst Nematode, ID",Special Research Grants Program
2008-06-16,2008-34479-19150,2008-03492,Increasing Shelf Life Safety of Agricultural Commodities,IDAHO,SAES - UNIVERSITY OF IDAHO,599116,"Increasing Shelf Life of Agricultural Commodities, ID",Special Research Grants Program
